amount,hour_of_day,day_of_week,is_international,category_risk,location_risk,time_risk,amount_risk,device_risk,amount_time_interaction,amount_location_interaction,is_fraud
55.83862827139552,16.0,6.0,0.0,0.1,0.15,0.1,0.005583862827139552,0.3,5.583862827139552,8.375794240709327,0
52.73688482923408,14.0,2.0,0.0,0.2,0.15,0.1,0.005273688482923408,0.1,5.273688482923408,7.910532724385112,0
64.7714835695084,13.0,5.0,0.0,0.15,0.1,0.1,0.006477148356950841,0.3,6.477148356950841,6.477148356950841,0
13.61888518662079,7.0,6.0,0.0,0.35,0.15,0.3,0.0013618885186620791,0.1,4.085665555986237,2.0428327779931186,0
85.27137989083283,7.0,4.0,0.0,0.4,0.2,0.3,0.008527137989083283,0.3,25.581413967249848,17.05427597816657,0
14.35923563371783,11.0,5.0,0.0,0.4,0.1,0.1,0.001435923563371783,0.3,1.435923563371783,1.435923563371783,0
25.031800931603236,18.0,4.0,0.0,0.1,0.1,0.1,0.0025031800931603235,0.2,2.503180093160324,2.503180093160324,0
25.007981862751663,12.0,3.0,0.0,0.35,0.15,0.1,0.002500798186275166,0.1,2.5007981862751665,3.7511972794127493,0
232.0479766952084,11.0,0.0,1.0,0.15,0.15,0.1,0.02320479766952084,0.2,23.204797669520843,34.80719650428126,0
53.32376054005662,18.0,4.0,0.0,0.05,0.15,0.1,0.005332376054005662,0.2,5.332376054005662,7.998564081008492,0
26.640733013087925,13.0,2.0,0.0,0.05,0.15,0.1,0.0026640733013087925,0.1,2.6640733013087927,3.9961099519631884,0
40.4344383976055,9.0,0.0,0.0,0.4,0.1,0.1,0.00404344383976055,0.2,4.04344383976055,4.04344383976055,0
74.24046513424018,21.0,3.0,0.0,0.2,0.1,0.1,0.007424046513424018,0.3,7.424046513424019,7.424046513424019,0
199.73561091075376,13.0,5.0,0.0,0.25,0.1,0.1,0.019973561091075377,0.1,19.97356109107538,19.97356109107538,0
38.375026748467704,16.0,3.0,0.0,0.3,0.1,0.1,0.0038375026748467705,0.1,3.8375026748467707,3.8375026748467707,0
60.05755780575624,17.0,0.0,0.0,0.25,0.15,0.1,0.006005755780575624,0.2,6.005755780575624,9.008633670863436,0
583.8265604927876,5.0,5.0,0.0,0.85,0.4,0.8,0.05838265604927876,0.7,467.0612483942301,233.53062419711506,1
66.45474367214068,16.0,2.0,0.0,0.25,0.2,0.1,0.006645474367214068,0.3,6.645474367214068,13.290948734428136,0
32.327284727935364,14.0,4.0,0.0,0.3,0.1,0.1,0.0032327284727935363,0.3,3.2327284727935366,3.2327284727935366,0
1338.6175713482323,1.0,0.0,0.0,0.5,0.4,0.8,0.13386175713482323,0.3,1070.894057078586,535.447028539293,1
29.88556821217092,14.0,2.0,0.0,0.2,0.1,0.1,0.002988556821217092,0.3,2.988556821217092,2.988556821217092,0
23.02329190523742,13.0,1.0,0.0,0.1,0.1,0.1,0.0023023291905237423,0.2,2.3023291905237424,2.3023291905237424,0
26.355335271232082,17.0,6.0,0.0,0.05,0.15,0.1,0.002635533527123208,0.3,2.6355335271232083,3.9533002906848123,0
142.95109688600087,18.0,1.0,0.0,0.05,0.2,0.1,0.014295109688600087,0.1,14.295109688600087,28.590219377200174,0
9.563426259767223,18.0,1.0,0.0,0.3,0.1,0.1,0.0009563426259767223,0.3,0.9563426259767223,0.9563426259767223,0
435.6847953081521,0.0,4.0,1.0,0.9,0.6,0.8,0.04356847953081521,0.7,348.5478362465217,261.41087718489126,1
46.38300107922429,11.0,5.0,0.0,0.1,0.1,0.1,0.004638300107922429,0.1,4.638300107922429,4.638300107922429,0
674.932977316655,22.0,4.0,1.0,0.85,0.9,0.8,0.0674932977316655,0.4,539.9463818533239,607.4396795849894,1
76.47036376257448,15.0,2.0,0.0,0.1,0.15,0.1,0.007647036376257448,0.2,7.647036376257448,11.470554564386171,0
27.522746847487447,17.0,4.0,0.0,0.2,0.1,0.1,0.0027522746847487446,0.3,2.7522746847487447,2.7522746847487447,0
13.537186940089892,14.0,6.0,0.0,0.4,0.1,0.1,0.0013537186940089892,0.3,1.3537186940089894,1.3537186940089894,0
67.04830102347623,18.0,2.0,0.0,0.05,0.15,0.1,0.006704830102347623,0.3,6.704830102347623,10.057245153521434,0
3732.886652829556,1.0,3.0,0.0,0.6,0.35,0.8,0.3732886652829556,0.3,2986.3093222636453,1306.5103284903446,1
207.57109299837845,10.0,6.0,0.0,0.2,0.15,0.1,0.020757109299837845,0.3,20.757109299837847,31.135663949756765,0
198.29439186915556,16.0,1.0,0.0,0.2,0.1,0.1,0.019829439186915557,0.3,19.829439186915558,19.829439186915558,0
110.77019178020377,17.0,2.0,1.0,0.35,0.1,0.1,0.011077019178020377,0.3,11.077019178020379,11.077019178020379,0
29.29306030366832,14.0,6.0,0.0,0.4,0.1,0.1,0.002929306030366832,0.3,2.929306030366832,2.929306030366832,0
930.7824850385227,5.0,3.0,1.0,0.85,0.4,0.8,0.09307824850385227,0.4,744.6259880308182,372.3129940154091,1
66.22452104928568,7.0,6.0,0.0,0.1,0.15,0.3,0.0066224521049285685,0.3,19.867356314785706,9.933678157392853,0
30.822777874824165,15.0,0.0,0.0,0.2,0.15,0.1,0.0030822777874824165,0.1,3.0822777874824165,4.623416681223625,0
14.510069327583732,22.0,0.0,1.0,0.15,0.1,0.6,0.0014510069327583733,0.3,8.70604159655024,1.4510069327583732,0
29.812754618603357,11.0,2.0,0.0,0.25,0.15,0.1,0.002981275461860336,0.1,2.981275461860336,4.471913192790503,0
27.28217047026317,15.0,1.0,0.0,0.1,0.2,0.1,0.002728217047026317,0.3,2.7282170470263174,5.456434094052635,0
44.08296971692007,10.0,6.0,0.0,0.1,0.1,0.1,0.004408296971692007,0.1,4.408296971692007,4.408296971692007,0
30.518073627260563,9.0,4.0,0.0,0.25,0.1,0.1,0.0030518073627260564,0.1,3.0518073627260565,3.0518073627260565,0
60.18465040035025,12.0,6.0,0.0,0.25,0.1,0.1,0.006018465040035025,0.2,6.018465040035025,6.018465040035025,0
1025.53570886732,2.0,3.0,1.0,0.9,0.9,0.8,0.10255357088673199,0.7,820.428567093856,922.9821379805879,1
97.22930753172564,13.0,3.0,0.0,0.15,0.1,0.1,0.009722930753172564,0.3,9.722930753172564,9.722930753172564,0
6256.830563456725,23.0,5.0,1.0,0.9,0.35,0.8,0.6256830563456725,0.7,5005.46445076538,2189.8906972098534,1
9259.337333888758,0.0,4.0,1.0,0.6,0.4,0.8,0.9259337333888757,0.3,7407.469867111006,3703.734933555503,1
18696.5589565417,5.0,4.0,0.0,0.5,0.4,0.8,1.0,0.3,14957.24716523336,7478.62358261668,1
65.50789224758313,17.0,3.0,0.0,0.1,0.1,0.1,0.006550789224758313,0.3,6.550789224758313,6.550789224758313,0
153.21536399759498,8.0,6.0,0.0,0.3,0.15,0.3,0.015321536399759498,0.3,45.96460919927849,22.982304599639246,0
76.01116460651279,17.0,0.0,0.0,0.05,0.1,0.1,0.007601116460651279,0.3,7.60111646065128,7.60111646065128,0
4.6731369476955384,10.0,4.0,0.0,0.1,0.15,0.1,0.00046731369476955386,0.2,0.46731369476955387,0.7009705421543307,0
80.5095434225053,13.0,6.0,0.0,0.15,0.15,0.1,0.00805095434225053,0.1,8.050954342250531,12.076431513375795,0
17.34348447662135,7.0,3.0,0.0,0.1,0.1,0.3,0.001734348447662135,0.2,5.203045342986404,1.734348447662135,0
75.77823192042891,17.0,3.0,0.0,0.3,0.1,0.1,0.007577823192042891,0.2,7.577823192042891,7.577823192042891,0
246.93644934069448,16.0,2.0,0.0,0.25,0.1,0.1,0.024693644934069447,0.3,24.69364493406945,24.69364493406945,0
59.31324106377996,11.0,2.0,0.0,0.1,0.1,0.1,0.005931324106377997,0.2,5.931324106377996,5.931324106377996,0
98.31119938576,8.0,2.0,0.0,0.35,0.1,0.3,0.009831119938576001,0.3,29.493359815728,9.831119938576002,0
7.048628894332789,19.0,5.0,0.0,0.05,0.15,0.1,0.0007048628894332789,0.3,0.7048628894332789,1.0572943341499184,0
40.25894302915135,16.0,0.0,0.0,0.35,0.1,0.1,0.004025894302915134,0.3,4.025894302915135,4.025894302915135,0
25.22276422766333,12.0,2.0,0.0,0.25,0.1,0.1,0.002522276422766333,0.1,2.5222764227663332,2.5222764227663332,0
365.2744693156932,15.0,6.0,1.0,0.15,0.1,0.1,0.03652744693156932,0.1,36.52744693156932,36.52744693156932,0
40.29134052360644,13.0,3.0,0.0,0.3,0.1,0.1,0.004029134052360645,0.3,4.029134052360645,4.029134052360645,0
27.120082144847558,14.0,5.0,0.0,0.1,0.1,0.1,0.0027120082144847556,0.1,2.712008214484756,2.712008214484756,0
5.1630932027752445,19.0,4.0,0.0,0.05,0.2,0.1,0.0005163093202775245,0.1,0.5163093202775245,1.032618640555049,0
29.718611297258292,15.0,1.0,1.0,0.4,0.15,0.1,0.002971861129725829,0.3,2.9718611297258293,4.457791694588743,0
109.25645916427531,16.0,0.0,0.0,0.15,0.1,0.1,0.01092564591642753,0.3,10.925645916427532,10.925645916427532,0
6.807810745984718,20.0,1.0,0.0,0.1,0.1,0.1,0.0006807810745984718,0.3,0.6807810745984719,0.6807810745984719,0
33.874250095620276,11.0,6.0,0.0,0.2,0.2,0.1,0.0033874250095620277,0.3,3.387425009562028,6.774850019124056,0
59.88232934422365,12.0,3.0,0.0,0.1,0.1,0.1,0.005988232934422365,0.3,5.988232934422365,5.988232934422365,0
90.07707758105012,14.0,5.0,1.0,0.1,0.1,0.1,0.009007707758105011,0.3,9.007707758105012,9.007707758105012,0
23.19252803494768,14.0,3.0,1.0,0.05,0.15,0.1,0.002319252803494768,0.3,2.319252803494768,3.478879205242152,0
288.22252330026504,15.0,4.0,0.0,0.05,0.2,0.1,0.028822252330026502,0.3,28.822252330026505,57.64450466005301,0
9.614507755318957,15.0,6.0,0.0,0.05,0.15,0.1,0.0009614507755318957,0.2,0.9614507755318957,1.4421761632978436,0
16.745438194469983,15.0,3.0,0.0,0.35,0.1,0.1,0.0016745438194469982,0.3,1.6745438194469984,1.6745438194469984,0
28.677934344627545,18.0,1.0,0.0,0.2,0.1,0.1,0.0028677934344627544,0.3,2.8677934344627545,2.8677934344627545,0
57.726994840071335,18.0,1.0,1.0,0.1,0.15,0.1,0.005772699484007133,0.1,5.772699484007134,8.6590492260107,0
36.839185562747254,6.0,5.0,0.0,0.25,0.1,0.3,0.0036839185562747255,0.2,11.051755668824176,3.6839185562747256,0
30580.41457015843,23.0,4.0,1.0,0.7,0.9,0.8,1.0,0.4,24464.331656126746,27522.37311314259,1
9.787143014585284,18.0,6.0,1.0,0.2,0.1,0.1,0.0009787143014585284,0.1,0.9787143014585284,0.9787143014585284,0
176.39002197143634,12.0,3.0,0.0,0.05,0.15,0.1,0.017639002197143636,0.3,17.639002197143636,26.45850329571545,0
23.176715556259918,9.0,3.0,0.0,0.2,0.2,0.1,0.0023176715556259917,0.1,2.3176715556259917,4.635343111251983,0
20.258160815514586,10.0,6.0,0.0,0.1,0.1,0.1,0.0020258160815514585,0.3,2.0258160815514588,2.0258160815514588,0
6.33704066284751,14.0,2.0,0.0,0.05,0.2,0.1,0.000633704066284751,0.1,0.6337040662847511,1.2674081325695021,0
3553.6662947314812,0.0,4.0,1.0,0.7,0.35,0.8,0.3553666294731481,0.4,2842.933035785185,1243.7832031560183,1
1391.0643878422602,1.0,4.0,1.0,0.7,0.9,0.8,0.13910643878422602,0.7,1112.8515102738081,1251.9579490580343,1
38.319514716918874,11.0,5.0,0.0,0.05,0.15,0.1,0.0038319514716918875,0.3,3.8319514716918874,5.747927207537831,0
71.35705760862534,17.0,5.0,0.0,0.35,0.15,0.1,0.007135705760862534,0.3,7.1357057608625345,10.703558641293801,0
58.14952200515897,16.0,5.0,0.0,0.35,0.1,0.1,0.005814952200515897,0.3,5.814952200515897,5.814952200515897,0
39.162799299437786,11.0,5.0,1.0,0.4,0.15,0.1,0.003916279929943779,0.1,3.9162799299437787,5.874419894915667,0
50.3542317515699,1.0,4.0,0.0,0.2,0.1,0.8,0.005035423175156989,0.3,40.28338540125592,5.03542317515699,0
28.143277511049476,14.0,0.0,0.0,0.2,0.1,0.1,0.0028143277511049475,0.3,2.8143277511049476,2.8143277511049476,0
158.91656780171468,16.0,2.0,0.0,0.1,0.1,0.1,0.015891656780171466,0.1,15.891656780171468,15.891656780171468,0
390.3005028322774,13.0,4.0,0.0,0.1,0.1,0.1,0.039030050283227744,0.3,39.030050283227745,39.030050283227745,0
76.00896581783572,19.0,2.0,0.0,0.1,0.1,0.1,0.007600896581783571,0.1,7.600896581783572,7.600896581783572,0
59.13295785116106,15.0,2.0,0.0,0.3,0.1,0.1,0.005913295785116106,0.3,5.913295785116106,5.913295785116106,0
54.49839442567584,14.0,6.0,1.0,0.05,0.1,0.1,0.005449839442567584,0.1,5.449839442567584,5.449839442567584,0
107.7933647881754,18.0,2.0,0.0,0.05,0.15,0.1,0.01077933647881754,0.3,10.779336478817541,16.169004718226308,0
37.690845408248684,8.0,4.0,1.0,0.05,0.1,0.3,0.003769084540824868,0.1,11.307253622474605,3.7690845408248688,0
11.604778655909756,17.0,1.0,0.0,0.2,0.15,0.1,0.0011604778655909757,0.3,1.1604778655909758,1.7407167983864633,0
65.99955204951935,18.0,5.0,0.0,0.3,0.1,0.1,0.006599955204951935,0.3,6.599955204951936,6.599955204951936,0
18.87231977305747,15.0,0.0,0.0,0.1,0.1,0.1,0.001887231977305747,0.3,1.887231977305747,1.887231977305747,0
236.83791123769683,10.0,5.0,0.0,0.3,0.1,0.1,0.023683791123769685,0.3,23.683791123769684,23.683791123769684,0
48.68442503660685,15.0,4.0,0.0,0.4,0.15,0.1,0.004868442503660685,0.3,4.868442503660685,7.302663755491027,0
84.03923867748274,9.0,6.0,0.0,0.3,0.2,0.1,0.008403923867748275,0.1,8.403923867748274,16.807847735496548,0
65.978458823638,15.0,3.0,0.0,0.3,0.1,0.1,0.006597845882363799,0.1,6.597845882363799,6.597845882363799,0
39.06491180870376,12.0,2.0,0.0,0.2,0.1,0.1,0.003906491180870377,0.3,3.9064911808703764,3.9064911808703764,0
39.32826805818674,14.0,1.0,0.0,0.05,0.15,0.1,0.0039328268058186735,0.1,3.932826805818674,5.899240208728011,0
165.13684909859185,15.0,2.0,0.0,0.35,0.1,0.1,0.016513684909859185,0.2,16.513684909859187,16.513684909859187,0
96.1115643756288,6.0,6.0,0.0,0.05,0.1,0.3,0.009611156437562881,0.2,28.83346931268864,9.611156437562881,0
146.1007489748611,8.0,3.0,1.0,0.3,0.15,0.3,0.014610074897486109,0.3,43.83022469245832,21.91511234622916,0
177.06789627386513,11.0,1.0,1.0,0.15,0.2,0.1,0.01770678962738651,0.3,17.706789627386513,35.413579254773026,0
31.945667045131117,17.0,2.0,0.0,0.2,0.15,0.1,0.0031945667045131117,0.2,3.194566704513112,4.791850056769667,0
64.58714134139133,17.0,6.0,0.0,0.2,0.1,0.1,0.006458714134139133,0.3,6.458714134139133,6.458714134139133,0
53.01062692017524,19.0,4.0,1.0,0.35,0.15,0.1,0.0053010626920175245,0.3,5.301062692017524,7.951594038026286,0
45.305423389463385,22.0,3.0,0.0,0.1,0.1,0.6,0.004530542338946338,0.1,27.18325403367803,4.530542338946339,0
130.1644092960657,14.0,4.0,0.0,0.3,0.15,0.1,0.013016440929606571,0.3,13.016440929606572,19.524661394409858,0
178.69923739895086,16.0,6.0,0.0,0.35,0.15,0.1,0.017869923739895086,0.3,17.869923739895086,26.80488560984263,0
26.072039088059096,13.0,6.0,1.0,0.15,0.15,0.1,0.0026072039088059096,0.2,2.60720390880591,3.9108058632088643,0
15.361481809279207,13.0,4.0,1.0,0.1,0.1,0.1,0.0015361481809279206,0.3,1.5361481809279207,1.5361481809279207,0
85.90774965853603,12.0,4.0,0.0,0.15,0.15,0.1,0.008590774965853603,0.3,8.590774965853603,12.886162448780405,0
440.70455374700583,13.0,6.0,0.0,0.3,0.15,0.1,0.044070455374700584,0.3,44.070455374700586,66.10568306205087,0
45.78084637769639,7.0,0.0,0.0,0.05,0.1,0.3,0.004578084637769639,0.3,13.734253913308917,4.578084637769639,0
35.878055375537976,5.0,2.0,0.0,0.15,0.2,0.8,0.0035878055375537974,0.1,28.702444300430383,7.175611075107596,0
8.61764751866981,10.0,1.0,1.0,0.15,0.15,0.1,0.0008617647518669809,0.1,0.861764751866981,1.2926471278004714,0
119.59923155296993,10.0,2.0,1.0,0.05,0.15,0.1,0.011959923155296993,0.1,11.959923155296993,17.939884732945487,0
49.600421826742625,13.0,0.0,0.0,0.2,0.1,0.1,0.0049600421826742624,0.2,4.960042182674263,4.960042182674263,0
105.94088699176949,18.0,0.0,0.0,0.05,0.2,0.1,0.010594088699176949,0.2,10.59408869917695,21.1881773983539,0
50.26466046731557,18.0,0.0,0.0,0.05,0.15,0.1,0.005026466046731557,0.2,5.026466046731557,7.539699070097336,0
3647.1192043591764,23.0,1.0,1.0,0.85,0.4,0.8,0.36471192043591766,0.3,2917.695363487341,1458.8476817436706,1
41.663631453472995,8.0,6.0,1.0,0.3,0.2,0.3,0.0041663631453472995,0.3,12.499089436041897,8.3327262906946,0
98.20503967810522,14.0,6.0,0.0,0.1,0.1,0.1,0.009820503967810522,0.3,9.820503967810524,9.820503967810524,0
52.92845347464342,10.0,3.0,0.0,0.25,0.1,0.1,0.005292845347464342,0.3,5.292845347464342,5.292845347464342,0
31.337030248829976,21.0,2.0,0.0,0.35,0.1,0.1,0.0031337030248829974,0.1,3.1337030248829976,3.1337030248829976,0
81.54363381918229,21.0,2.0,0.0,0.05,0.15,0.1,0.00815436338191823,0.3,8.154363381918229,12.231545072877344,0
41.479432220916586,5.0,0.0,1.0,0.1,0.1,0.8,0.004147943222091659,0.3,33.18354577673327,4.1479432220916586,0
101.06573530837731,18.0,4.0,0.0,0.15,0.1,0.1,0.010106573530837732,0.3,10.106573530837732,10.106573530837732,0
207.19047968424024,18.0,1.0,0.0,0.35,0.1,0.1,0.020719047968424026,0.2,20.719047968424025,20.719047968424025,0
6.904556966360676,9.0,5.0,0.0,0.05,0.1,0.1,0.0006904556966360676,0.2,0.6904556966360677,0.6904556966360677,0
15.327336809285978,18.0,5.0,1.0,0.1,0.2,0.1,0.0015327336809285977,0.3,1.5327336809285979,3.0654673618571957,0
110.98027851104773,14.0,2.0,0.0,0.1,0.1,0.1,0.011098027851104773,0.2,11.098027851104774,11.098027851104774,0
62.52196923836487,13.0,6.0,0.0,0.4,0.1,0.1,0.006252196923836487,0.3,6.252196923836487,6.252196923836487,0
53.375715139845255,13.0,3.0,0.0,0.15,0.1,0.1,0.005337571513984525,0.1,5.337571513984526,5.337571513984526,0
162.27172532541854,15.0,0.0,1.0,0.4,0.15,0.1,0.016227172532541856,0.3,16.227172532541854,24.340758798812782,0
90.4109208277488,11.0,3.0,0.0,0.05,0.1,0.1,0.00904109208277488,0.2,9.04109208277488,9.04109208277488,0
70.07684853445511,13.0,6.0,0.0,0.2,0.1,0.1,0.007007684853445511,0.3,7.007684853445511,7.007684853445511,0
22.526075916271772,10.0,6.0,0.0,0.1,0.1,0.1,0.002252607591627177,0.1,2.2526075916271773,2.2526075916271773,0
17.87629547449085,18.0,4.0,0.0,0.15,0.1,0.1,0.001787629547449085,0.3,1.787629547449085,1.787629547449085,0
83.76059134687944,20.0,0.0,0.0,0.3,0.15,0.1,0.008376059134687943,0.3,8.376059134687944,12.564088702031915,0
2175.8097357774946,1.0,4.0,1.0,0.85,0.4,0.8,0.21758097357774944,0.4,1740.6477886219957,870.3238943109978,1
147.81402979932037,16.0,3.0,0.0,0.15,0.1,0.1,0.014781402979932037,0.3,14.781402979932038,14.781402979932038,0
23.24475935358804,21.0,5.0,0.0,0.05,0.15,0.1,0.002324475935358804,0.1,2.3244759353588043,3.486713903038206,0
17.634961272577968,13.0,6.0,1.0,0.3,0.15,0.1,0.0017634961272577968,0.1,1.763496127257797,2.6452441908866953,0
67.96303237844089,10.0,5.0,0.0,0.2,0.1,0.1,0.006796303237844088,0.3,6.796303237844089,6.796303237844089,0
54.46706238604949,11.0,3.0,0.0,0.1,0.1,0.1,0.005446706238604949,0.1,5.44670623860495,5.44670623860495,0
